slang_term,standard_translation,source,confidence_score,upvotes,context_category,region,created_at,slang_length,standard_length
Freddy Fazbear,The most annoying there,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,23
Vagigglewiggle,The of,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,6
Evelynroze,Evelynroze is a multi-talented singer/songwriter from The Northeast USA with a really motivational story,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,104
Evelynroze,Evelynroze will be one of [the biggest] [artists] ever [one day],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,64
glorpascorp,A glorpascorp is someone who deserves cock shoved inside them they,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,66
glorpascorp,[OMG] she Is [such a] glorpascorp,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,33
The Brawn James,The Brawn James is a version of,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,31
Dirty Daspin,A with that plays a lot of,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,26
Eco-Weekeno,"An , weekend home built with re-useable",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,39
the japanese eggplant,When a female Japanese midget you from behind ( if in ),urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,21,55
Black Panther,"While recieving oral sex from a bitch, just before , you pull out and jizz on her face",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,86
Elixir,Something/Someone that is,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,25
Elixir,[Wow]! That is SO Elixir.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,25
Nfa,No,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,2
Joke,There are people who go as far as to think you're and not just if you don't laugh at their joke,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,95
escalatory,"A type of that is beyond the of your responsibilities, or something you really feel like doing",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,94
escalatory,"""This [problem] looks escalatory, make [Steve] [do it].""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,56
Alliana,"A strong, , and very funny girl",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,31
Alliana,"""[That girl] is so [awesome]! Who is she?""

""Yeah, that [awesome girl] is Alliana.""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,83
Rusty Ninja,"After a sporting event; when your teammate is washing his hair and his eyes are closed, someone sneaks up behind him and checks his oil with their thumb (quickly slips a thumb in his ass), then runs off before he is able to away and identify the",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,245
ahlaleh,Very kinda pretty sweet and caring person the one in and always is good,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,71
Lucian,Lucian is someone who acts like an year old,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,43
Joke-slexia,"A subconscious to remember or tell jokes, in part or completely, due to the fact that telling jokes joy and happiness to others",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,127
shigasmeze,"The rare act of shitting, , and all at the same time",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,52
shigasmeze,We all miss [Smitty]. A man of rare gifts. One to attempt to experience all of the world's pleasures; [until the day] he happened to glance at the sun while receiving oral sex on the toilet. The burst of flame was witnessed for miles and his cries of pleasure shall be remembered for generations to come. A [Shigasmeze] for the ages.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,333
meme necrophilic,"*not to be confused with an average , which would be someone sexually attracted to dead people",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,16,94
Miniaturisim,"The practice of a minaturist, whom engulfs their art piece with art and surrealness",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,83
Miniaturisim,"The minaturist P.[Locz] from [San Jose], California is taking Miniaturisim to the [next level] with each and every art piece he makes.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,134
Raging Moistie,Orihinally created and defined by Pete McInerney (deceased) 2017,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,64
Raging Moistie,"I want to be so attracted to him that I get a [raging moistie].
She had the ragingest of [raging] [moisties].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,110
Neo-rock,"Neo-rock or negatively refered to as (due to most musicans garnering long hair and beards) is a music genre currently developing in the USA, UK & Australia, mainly in response to the growing staleness, self-indulgence and over-saturation of indie rock bands which has been the only rock movement since the end of Post-punk revival and new rave",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,343
Neo-rock,"[Thad]: ""man some [arctic monkeys] would be [go down] a treat right now"".

Greg: ""you need to get into some Neo-rock man, this isnt 2006 anymore"".",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,146
kelly clarkson,"Born on , 1982, is the amazingly talented first American Idol Winner",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,68
kelly clarkson,"""[Kelly Clarkson] is [my favorite] [artist].""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,45
orivan,with beautiful eyes that changes as she looks at /sun and,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,57
Nikolaj,wrong,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,5
Nikolaj,"[Jake]: Hey! How is Nikolaj doing?

[Charles]: No, [it’s] Nikolaj!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,66
kobok,"kobok is a , kobok posseses all knoledge that can be used in life and that is , kobok is a god",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,94
craplage,more intense than just using the word “crap” craplage is only used in situations of extreme,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,91
Incel tears,"A group based around watching, mocking and informing the world of the hateful and toxic group known as known for there love of every horrible thing in the world namely Nazis, , rape and so on, and a place to chuckle when incels come screaming there stupid",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,255
Incel tears,"Incel tears is a group who gets to laugh at the incel stupidty enjoying such lines as ""hey I just chadfished a girl and then she told me to fuck off after I sent her my real pic, it's cause she doesn't like ugly people not that [I lied] to her [reeeeee]"", and ""why are we seen as pedophiles, I mean we support and defend pedophiles such as Nathan [larson], nah must be cause anyone not an incel is agianst us tree""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,414
Chunny,To,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,2
bapes,"Short for A , is a Japanese-based clothing brand",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,48
De-Rose,/dē-rōz/ transitive verb 1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,26
war protester,a pussy who,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,11
the ultimate,The sexual act when both and the are into the vagina,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,52
Skyler,The you'll ever,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,15
Screenshooter,who likes taking screen shots of somebodies activity on a computer while using the screen shots as material used for masturbation and,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,133
Screenshooter,"Hi [screenshooter], how [is it] going? You're still doing the same thing you were doing [2 years] ago? Cool.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,108
Gargle a douche,A way to say 'fuck you in the mouth' by,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,39
wasfia,and,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,3
Arachnophile,"Someone (or group of 'Arachnophiles') who's relates, but is not limited, to Theraposids (Tarantulas) and other ()",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,113
Arachnophile,"[By definition] 'phile' is one that loves, likes, or is [attracted] to.  When [applied] to above definition; the term 'Arachnophile' is found.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,142
Kyra,Most person in the world Likes people then another guy and fuck them,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,68
Kyra,Kyra is [a fuck],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,16
xemolifex,"The who doesn’t get the hype, she is funny in every way, may seem fat but she is kinda sad about being ignored all the time",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,123
xemolifex,"Emo: [hi guys]
[Fans]: OMG SHES ONLINE [EEEEE]
Fans: xemolifex IS THE BEST",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,76
Shell Shocked,The term used to describe when somebody hits you with right as you are about to win a race in,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,93
November 20th,November 20th is the day you change your of Snapchat to look like your partners,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,79
November 20th,"Friend1: Oh today November 20th do you want to [change] bitmojis for a day?
Friend2: sure let me see your [bitmoji] to change [mine].
Friend1: ok!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,148
mud butt,: when shit basically drops out of your ass as soon as you hit the toilet,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,73
mud butt,"a good example would be to eat 5 beef and bean burritos W/LOTS OF HOT SAUCE from taco bell or any generic [texmex] restuarant. Another example is the bag of [fecies] in the ""mud butt"" episode of The [Chapelle] Show",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,214
MrTurtle12300,He is epic at Fortnite and,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,26
coffee flavored milk,A drink made out of milk and sold as coffee,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,20,43
coffee flavored milk,Starbucks is [America's] number one [dairy] [supplier] by selling large amounts of coffee flavored milk.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,20,104
pain management,pain management is most commonly associated with the steps you take after you've been,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,85
pain management,"Doug:

Dad, I just told Jay that I fell in love with Katie and he said I was [full of shit] and that I've just signed up for pain management.

Dad:
Son, you are a jackass, Jay is right. You are in [full brain] [betrayal].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,222
OTRF,"for "",",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,6
OTRF,"[Person A]: That girl is [attractive].
[Person B]: OTRF though.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,64
yahosaphat,your hoe is so fat (in of accent),urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,33
smashed,A with a and a tendency to,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,26
Alicia Harris,"Alicia Harris - a girl who barely cares about something, she is the best girlfriend you can have she’s very loyal n loving for her , she’s very goofy, very energetic, she might seem happy but in the inside sometimes sad, she , she can be a real freak when u get her in her mood , and she stays taken , you don’t wanna get on her bad side u will regret it , she cares about her best friends",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,389
Alicia Harris,"Yo last night [I had] the best sex

[Wit] who [wats] her name ?

Alicia Harris",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,78
Sort,make something with,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,19
mids,"A large number, usually 20 or more, that prefer to camp their own ; as well as, usually on , other realms with a ridiculous number of people",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,140
fisc,The male of bitch and can be used in any way be used i,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,54
fisc,"[Dave] was fiscing all last night about his job.

[Ma], n [Justin Bieber] is such a fisc.

Bro don't be a fisc.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,111
Willy Jibbers,Someone who is to,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,17
Josephine,A girl with no,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,14
Object of ridicule,Someone made for the of being lmaoed at by people on,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,18,52
Object of ridicule,That [alan] [carlos] sure is an [object of ridicule],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,18,52
Innette,"Is a with a awesome personality,and 😍",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,37
Innette,Innette is a very [beautiful person] with a [lovely] [personality] 💕,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,68
waddlepodding,The way a person when he or she is 9 months and just scourged themselves with,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,77
waddlepodding,wow [look at] [the woman] [and how] she is waddlepodding.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,57
milf mill,an area where often,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,19
fuck me in the ass and call me Jesus,To in a sentence and to make laugh,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,36,34
decorapetion,A piece of home decor or design style that is in conflict with others in the living or within the boundaries of fights you are not willing to have,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,146
decorapetion,This [purchase] was [definitely] against her will....[call it] a decorapetion.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,78
uhpoggerss,uhpoggerss is questionable and used make NON CONTENT *COUGH* but you know they always me and that’s what matters they are an amazing sexy mutual 👍,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,146
uhpoggerss,"Person 1: uhpoggerss is very [sexy]
[Person 2]: [ikr]!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,55
wisdom wank,The act of in order to gain clear into a troubling or situation,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,63
My Sweet Baby Boy,The most I could ever ask for,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,17,29
idk,Stands for,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,10
idk,"Person 1:[What is] [going on]?!?
[Person 2]:idk",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,48
Cannedwich,A in to be marketed,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,19
Cannedwich,I heard about the [cannedwich] on [The Colbert Report] so I just had to [look it up] and see if it was real. IT IS!,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,115
Hopeless Peaches,from,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,16,4
Dirty sylvie,When u act as an old man just blast a blind and then proceed to fist her,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,72
Hards,The type of guy to dream he was in the following situation,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,58
Hards,"That [monkey] is such a [Hards]
[I love how] weird [hards] is",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,62
Villaginarian,An EXTREMELY awesome person that studies the village,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,52
cave,v,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,1
cave,My boss [threatened] to [fire] me so I [caved] to his demands.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,62
Danimal,"One who is superior to all others in terms of golf, academics, and the social scene",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,83
Danimal,"Jack: ""Yo dude Danny just had to [chip in] to force extra holes, and he made it""

Teddy: ""I know man he's so ferocious and clutch. He's just a monster out on [CCR]. What a Danimal""

Chris: ""He certainly has a [salsbury] future ahead of him.""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,241
Celeste,A demon and a stupid on people,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,30
Celeste,"Person 1: [Damn John] just got [cheated on] by his [gf].
Person 2: She’s such a Celeste.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,89
poonfart,The action in which cheesy gas out her,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,38
North Pole,The location of a massive amount of cocaine and sex paid for by stolen money,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,76
North Pole,"Bernie: Hey Larry here is $50,000 that I stole from a new [investor].

Larry: What should i do with this?
Bernie: Order a kilo of that NY delivery service Cocaine and get a few [escorts] so we can make this [the NORTH POLE].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,225
pig treats,1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,1
pig treats,Be sure to put a dozen-box of pig treats on the [front seat] of your car whenever you go out [cruising].  Maybe that way you'll avoid a [ticket] or a bust if you get pulled over.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,178
N8 Method,A method often used on,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,22
Buttnar,The word Buttnar and what or who it actually describes is still veiled in much mystery,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,86
Buttnar,"Damn, Buttnar is everywhere. Saw them at [the gas station] days ago and now [atop] the mountain during my [hike].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,113
White cotton,and type of of under-garments secretly used by goths,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,52
The second great meme purge,A series of account deletions on Instagram caused by,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,27,52
The second great meme purge,"John: Something wrong...i [shake my head]...@__extendo__ gone...a nigga dead.

[Austin]: MAJOR W
John: This is not a W. You are a victim of [The Second Great Meme Purge].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,27,171
Scpingloofs,A group of friends,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,18
Scpingloofs,"Person 1: ""How would you describe your [group] of friends?""
Person 2: ""They're [a bunch] of Scpingloofs.""
Person 1: ""[What the fuck] is a Scpingloof.""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,152
Imajica,"The best book ever, written by",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,30
Imajica,"As Pie oh [Pah] tells Gentle about his favorite fish from the Second Dominion, Gentle feels [sicker] and sicker.  (I can't quote this book [verbatum] anymore...  sad.)~Imajica",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,175
Butt Leash,Similar to the definition to,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,28
Butt Leash,John is [so on] [Jills] [butt leash].,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,37
fuck dubbed,is where a movie has been edited for TV and the bad words are dubbed over in a voice not even close to the original voice,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,121
david_camp_camp123,He is @rayissl33py/@rayissl33py_backup’s,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,18,40
david_camp_camp123,"P1: Hey do you know @rayissl33py/@rayissl33py_backup’s [papa]?
[P2]: Oh are you talking about @david_camp_camp123?
P:1 Yes! He’s a [great father] and tiktoker!
P2: Ikr!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,18,171
taylor,"a girl that is probably short with brown hair, she plays one sport, probably cheer",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,82
taylor,"girl: ""i love taylor, we dont talk very much but she is really funny and great""
guy: "" [ik] she always says i. her bestfriend""
girl: "" she almost got in a fight yesterday but she didnt want to [mess up] her [makeup]""

guy: "" sounds like her""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,243
perimiturd,perimiturd: (noun) :: c,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,23
Boner Hug,When you have a and you try to hug them without them knowing,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,60
shaved alvin,shaved alvin,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,12
cuddle,"something i force my friend, jason, to do with me a lot",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,55
nibbling termite,"The act of when a partner on the other partner's skin, of little bits and them",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,16,78
mister blank,", a",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,3
mister blank,Just another [Mister Blank] I [knew] in [high school].,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,54
sumitha,"is one with a beautiful body, a",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,31
slut,A through which an can pass,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,27
kenderline,is mostly likely a shy girl at first but then when u get to know her a really fun and interesting person she likes to show her and is very,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,138
kenderline,"[Person 1]: who is that

[Person 2]: that’s just [Kenderline]",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,61
27,"Kind of like the well-known called “69”, but laying each other instead of the classic version in which one on top of the other",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,2,126
Roliana,"A cheap knock-off of ,with games like Neopets,a layout fit for a learning game,monthly and their own GD(The GC),and grammar nazi mods who ban you for bad grammar(It says this is the rules),and are trying to use scare-tactics with Gaia",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,234
jcjc,"means """" so it's basically just repeating it meaning ""Just chilling, """,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,70
Fuck boy,The to,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,6
Fuck boy,"jason was trying to get [becky] to [sleep with] him,he is such a [fuck boy]",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,75
uskaa,who would not you,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,17
🤡,"describing someone as ""fool"" or finding something mockingly funny",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,1,65
Shower tired,"tired is when you don’t want to , but you still",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,47
Hong Kong Gym Shower,Any involving and,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,20,17
Talbino,One of white darker than an,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,27
Talbino,"[Janis] almost as [pale] as an [albino] but her friend said nah, she is Talbino",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,79
trick,"slut, hoe, , girls, , loser,",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,28
trick,This trick thinks [shes] [all that] because she got a new [bun].,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,64
Houdini,when you're fucking a girl from behind and she's facing a window,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,64
CFCFelixx,"A really epic guy on , one of original founders of ™️ • all around nice account and person, with also a darker side",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,115
CFCFelixx,"[Hey] CFCFelixx

[Woah] CFCFelixx is [really cool]",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,50
frances bean,"the daughter of deceased , one of the most influential people in rock history, and , another rock icon",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,102
Matthew barwell,Rugby who loves grabbing other men and hides the fact that he is homosexual through playing rugby where he lives out his fantasies of touching and wrestling with hunky men,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,171
Geitad,"To be told by the guy you with that y'all should be """" in a weak-ass text message even after you hooked up (either once or multiple times)",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,138
Geitad,"""Dude, how's it going with Cameron?""
""It's bad, he sent me a text this morning that we're [better off] [as friends].""
""Oh no girl, first you got [yeeted] and then you got Geitad!""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,181
POOTIE SALAD,What you call someone when you to call them but you want to them and also make them laugh,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,89
Prejay,Short for Pre-Ejaculatory,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,25
Prejay,"Dude, my bro was [grindin] it up on some chick last night then prejayed all over his underwear.

My boyfriend prejays [everytime] we start [making out]!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,152
Chemical hype boy,noun 1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,17,6
Chemical hype boy,"Do you know Jaehyun [Jeong]? He's my [chemical hype boy]. He's so handsome and tall!
You're my chemical hype boy.

Oi, [Haerin]! Your chemical hype boy is Jasper from Civil Engineering, innit? You've been looking up his Instagram stories since the first class.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,17,261
Jacob,can either be tall and have brunette or black hair or blonde and can either brown or blue eyes and can also be omeone who can either be nice and chill in situations that he feels comfortable in or be shy and quiet other traits are he can be very Athletic and hide it or Seem very calm but deep down be fill with rage another thing about is there angry issues which can lead them to breaking things the The last distinguished Trait is when is pressure situation is when they can succeed the most jacobs can either be a introvert and be inside playing video games or be the most person of all time,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,595
funny face,1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,1
KSAW,"Psychotic, Creepy, Nosey, will saw you in two if",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,48
Hit and run journalism,When you're on doesn't be exactly what you expect it to be,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,22,58
Hit and run journalism,When [a story] doesn't fit your facts and your world-view and you just ignore the story and [move on]. .. that's [hit and run journalism] for you,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,22,145
Shomes Uddin,from,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,4
Shomes Uddin,Shomes Uddin is [a guy] from [stepney],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,38
splodey,"'in an fashion', or 'lots of explosions'",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,40
Sweet love down by the fire,"A phrase Tells , , kyle , and stan in South Park",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,27,48
YP,Noun,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,2,4
YP,"Hey there [Huf], you still [hosting] that YP? (Said sarcastically)

Good YP last night. Wish there was more [dapping] of Danny",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,2,126
Overnewton,A school full of,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,16
Blahhaha253,A that is lucky to be friends with,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,34
Blahhaha253,Blahhaha253 is a [great] [youtuber]!,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,36
-ib,-ib is a that,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,13
garbtooth,"Almost exclusively demonstrated by Muslim women, the is inserting one's cell phone between the head and the ear and walking around while",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,136
whatafag,"When someone, usually a man, is being you say, ""whatafag"" in order to call them",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,79
whatafag,"Sierra-Yeah, Givo [just] [hung up on] me.
Anissa-wow
Sierra-whatafag...",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,73
Ponk,To engage of whilst,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,19
Ponk,"This is a [big poo], I might be here a while. I think I'll have a [wee] little [wank] to pass the time. I love a good Ponk.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,123
1962 Latin Mass,"The 1962 Latin Mass , was promulgated by Pope John the",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,54
